Jurisdiction,Value,Race/ ethnicity,Year,Measure
Harford,31.1,All races/ ethnicities (aggregated),2020,Adults who are not overweight or obese
Howard,37.5,All races/ ethnicities (aggregated),2020,Adults who are not overweight or obese
Kent,31.0,All races/ ethnicities (aggregated),2020,Adults who are not overweight or obese
Montgomery,42.8,All races/ ethnicities (aggregated),2020,Adults who are not overweight or obese
Prince George's,31.6,All races/ ethnicities (aggregated),2020,Adults who are not overweight or obese
Queen Anne's,27.1,All races/ ethnicities (aggregated),2020,Adults who are not overweight or obese
Saint Mary's,29.2,All races/ ethnicities (aggregated),2020,Adults who are not overweight or obese
Somerset,32.2,All races/ ethnicities (aggregated),2020,Adults who are not overweight or obese
Talbot,35.4,All races/ ethnicities (aggregated),2020,Adults who are not overweight or obese
Washington,23.6,All races/ ethnicities (aggregated),2020,Adults who are not overweight or obese
Wicomico,26.1,All races/ ethnicities (aggregated),2020,Adults who are not overweight or obese
Worcester,34.2,All races/ ethnicities (aggregated),2020,Adults who are not overweight or obese
Baltimore City,28.1,All races/ ethnicities (aggregated),2020,Adults who are not overweight or obese
State,29.6,American Indian/Alaska Native Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Allegany,,American Indian/Alaska Native Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Anne Arundel,,American Indian/Alaska Native Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Baltimore County,,American Indian/Alaska Native Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Calvert,,American Indian/Alaska Native Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Caroline,,American Indian/Alaska Native Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Carroll,,American Indian/Alaska Native Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Cecil,,American Indian/Alaska Native Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Charles,,American Indian/Alaska Native Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Dorchester,,American Indian/Alaska Native Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Frederick,,American Indian/Alaska Native Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Garrett,,American Indian/Alaska Native Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Harford,,American Indian/Alaska Native Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Howard,,American Indian/Alaska Native Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Kent,,American Indian/Alaska Native Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Montgomery,,American Indian/Alaska Native Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Prince George's,,American Indian/Alaska Native Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Queen Anne's,,American Indian/Alaska Native Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Garrett,,Hispanic,2021,Adults who are not overweight or obese
Saint Mary's,,American Indian/Alaska Native Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Somerset,,American Indian/Alaska Native Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Talbot,,American Indian/Alaska Native Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Washington,,American Indian/Alaska Native Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Wicomico,,American Indian/Alaska Native Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Worcester,,American Indian/Alaska Native Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Baltimore City,,American Indian/Alaska Native Non-Hispanic/Latino,2020,Adults who are not overweight or obese
State,54.6,Asian/Pacific Islander Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Allegany,,Asian/Pacific Islander Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Anne Arundel,,Asian/Pacific Islander Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Baltimore County,,Asian/Pacific Islander Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Calvert,,Asian/Pacific Islander Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Caroline,,Asian/Pacific Islander Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Carroll,,Asian/Pacific Islander Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Cecil,,Asian/Pacific Islander Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Charles,,Asian/Pacific Islander Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Dorchester,,Asian/Pacific Islander Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Frederick,,Asian/Pacific Islander Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Garrett,,Asian/Pacific Islander Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Harford,,Asian/Pacific Islander Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Howard,40.9,Asian/Pacific Islander Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Kent,,Asian/Pacific Islander Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Montgomery,67.9,Asian/Pacific Islander Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Prince George's,,Asian/Pacific Islander Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Queen Anne's,,Asian/Pacific Islander Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Saint Mary's,,Asian/Pacific Islander Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Somerset,,Asian/Pacific Islander Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Talbot,,Asian/Pacific Islander Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Washington,,Asian/Pacific Islander Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Wicomico,,Asian/Pacific Islander Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Worcester,,Asian/Pacific Islander Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Baltimore City,,Asian/Pacific Islander Non-Hispanic/Latino,2020,Adults who are not overweight or obese
State,26.2,Black or African American Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Allegany,,Black or African American Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Anne Arundel,30.6,Black or African American Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Baltimore County,18.1,Black or African American Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Calvert,,Black or African American Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Caroline,,Black or African American Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Carroll,,Black or African American Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Cecil,,Black or African American Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Charles,31.1,Black or African American Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Dorchester,13.7,Black or African American Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Frederick,,Black or African American Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Garrett,,Black or African American Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Harford,,Black or African American Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Howard,32.7,Black or African American Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Kent,,Black or African American Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Montgomery,34.1,Black or African American Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Prince George's,29.3,Black or African American Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Queen Anne's,,Black or African American Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Saint Mary's,,Black or African American Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Somerset,,Black or African American Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Talbot,,Black or African American Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Washington,,Black or African American Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Wicomico,18.9,Black or African American Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Worcester,,Black or African American Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Baltimore City,20.2,Black or African American Non-Hispanic/Latino,2020,Adults who are not overweight or obese
State,29.4,Hispanic,2020,Adults who are not overweight or obese
Allegany,,Hispanic,2020,Adults who are not overweight or obese
Anne Arundel,25.0,Hispanic,2020,Adults who are not overweight or obese
Baltimore County,21.2,Hispanic,2020,Adults who are not overweight or obese
Calvert,,Hispanic,2020,Adults who are not overweight or obese
Caroline,,Hispanic,2020,Adults who are not overweight or obese
Carroll,,Hispanic,2020,Adults who are not overweight or obese
Cecil,,Hispanic,2020,Adults who are not overweight or obese
Charles,,Hispanic,2020,Adults who are not overweight or obese
Dorchester,,Hispanic,2020,Adults who are not overweight or obese
Frederick,,Hispanic,2020,Adults who are not overweight or obese
Garrett,,Hispanic,2020,Adults who are not overweight or obese
Harford,,Hispanic,2020,Adults who are not overweight or obese
Howard,,Hispanic,2020,Adults who are not overweight or obese
Kent,,Hispanic,2020,Adults who are not overweight or obese
Montgomery,29.2,Hispanic,2020,Adults who are not overweight or obese
Prince George's,31.8,Hispanic,2020,Adults who are not overweight or obese
Queen Anne's,,Hispanic,2020,Adults who are not overweight or obese
Saint Mary's,,Hispanic,2020,Adults who are not overweight or obese
Somerset,,Hispanic,2020,Adults who are not overweight or obese
Talbot,,Hispanic,2020,Adults who are not overweight or obese
Washington,,Hispanic,2020,Adults who are not overweight or obese
Wicomico,,Hispanic,2020,Adults who are not overweight or obese
Worcester,,Hispanic,2020,Adults who are not overweight or obese
Baltimore City,,Hispanic,2020,Adults who are not overweight or obese
State,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2020,Adults who are not overweight or obese
Allegany,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2020,Adults who are not overweight or obese
Anne Arundel,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2020,Adults who are not overweight or obese
Baltimore County,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2020,Adults who are not overweight or obese
Calvert,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2020,Adults who are not overweight or obese
Caroline,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2020,Adults who are not overweight or obese
Carroll,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2020,Adults who are not overweight or obese
Cecil,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2020,Adults who are not overweight or obese
Charles,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2020,Adults who are not overweight or obese
Dorchester,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2020,Adults who are not overweight or obese
Frederick,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2020,Adults who are not overweight or obese
Garrett,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2020,Adults who are not overweight or obese
Harford,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2020,Adults who are not overweight or obese
Howard,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2020,Adults who are not overweight or obese
Kent,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2020,Adults who are not overweight or obese
Montgomery,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2020,Adults who are not overweight or obese
Harford,,Hispanic,2021,Adults who are not overweight or obese
Prince George's,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2020,Adults who are not overweight or obese
Queen Anne's,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2020,Adults who are not overweight or obese
Saint Mary's,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2020,Adults who are not overweight or obese
Somerset,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2020,Adults who are not overweight or obese
Talbot,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2020,Adults who are not overweight or obese
Washington,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2020,Adults who are not overweight or obese
Wicomico,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2020,Adults who are not overweight or obese
Worcester,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2020,Adults who are not overweight or obese
Baltimore City,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2020,Adults who are not overweight or obese
State,35.8,White Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Allegany,32.5,White Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Anne Arundel,36.0,White Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Baltimore County,35.3,White Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Calvert,34.9,White Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Caroline,25.2,White Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Carroll,39.6,White Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Cecil,33.4,White Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Charles,20.8,White Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Dorchester,23.2,White Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Frederick,38.9,White Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Garrett,35.5,White Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Harford,31.1,White Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Howard,39.5,White Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Kent,34.4,White Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Montgomery,42.8,White Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Prince George's,38.7,White Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Queen Anne's,27.3,White Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Saint Mary's,30.1,White Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Somerset,24.2,White Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Talbot,38.4,White Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Washington,22.2,White Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Wicomico,29.3,White Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Worcester,36.4,White Non-Hispanic/Latino,2020,Adults who are not overweight or obese
Baltimore City,41.1,White Non-Hispanic/Latino,2020,Adults who are not overweight or obese
State,31.8,All races/ ethnicities (aggregated),2021,Adults who are not overweight or obese
Allegany,23.4,All races/ ethnicities (aggregated),2021,Adults who are not overweight or obese
Anne Arundel,30.7,All races/ ethnicities (aggregated),2021,Adults who are not overweight or obese
Baltimore County,33.5,All races/ ethnicities (aggregated),2021,Adults who are not overweight or obese
Calvert,28.6,All races/ ethnicities (aggregated),2021,Adults who are not overweight or obese
Caroline,27.4,All races/ ethnicities (aggregated),2021,Adults who are not overweight or obese
Carroll,34.6,All races/ ethnicities (aggregated),2021,Adults who are not overweight or obese
Cecil,28.3,All races/ ethnicities (aggregated),2021,Adults who are not overweight or obese
Charles,23.7,All races/ ethnicities (aggregated),2021,Adults who are not overweight or obese
Dorchester,31.7,All races/ ethnicities (aggregated),2021,Adults who are not overweight or obese
Frederick,29.4,All races/ ethnicities (aggregated),2021,Adults who are not overweight or obese
Garrett,25.9,All races/ ethnicities (aggregated),2021,Adults who are not overweight or obese
Harford,34.3,All races/ ethnicities (aggregated),2021,Adults who are not overweight or obese
Howard,39.9,All races/ ethnicities (aggregated),2021,Adults who are not overweight or obese
Kent,34.2,All races/ ethnicities (aggregated),2021,Adults who are not overweight or obese
Montgomery,38.7,All races/ ethnicities (aggregated),2021,Adults who are not overweight or obese
Prince George's,23.6,All races/ ethnicities (aggregated),2021,Adults who are not overweight or obese
Queen Anne's,25.9,All races/ ethnicities (aggregated),2021,Adults who are not overweight or obese
Saint Mary's,27.7,All races/ ethnicities (aggregated),2021,Adults who are not overweight or obese
Somerset,19.2,All races/ ethnicities (aggregated),2021,Adults who are not overweight or obese
Talbot,25.8,All races/ ethnicities (aggregated),2021,Adults who are not overweight or obese
Washington,25.9,All races/ ethnicities (aggregated),2021,Adults who are not overweight or obese
Wicomico,35.3,All races/ ethnicities (aggregated),2021,Adults who are not overweight or obese
Worcester,23.5,All races/ ethnicities (aggregated),2021,Adults who are not overweight or obese
Baltimore City,33.9,All races/ ethnicities (aggregated),2021,Adults who are not overweight or obese
State,28.3,American Indian/Alaska Native Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Allegany,,American Indian/Alaska Native Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Anne Arundel,,American Indian/Alaska Native Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Baltimore County,,American Indian/Alaska Native Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Calvert,,American Indian/Alaska Native Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Caroline,,American Indian/Alaska Native Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Carroll,,American Indian/Alaska Native Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Cecil,,American Indian/Alaska Native Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Charles,,American Indian/Alaska Native Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Dorchester,,American Indian/Alaska Native Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Frederick,,American Indian/Alaska Native Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Garrett,,American Indian/Alaska Native Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Harford,,American Indian/Alaska Native Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Howard,,American Indian/Alaska Native Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Kent,,American Indian/Alaska Native Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Montgomery,,American Indian/Alaska Native Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Prince George's,,American Indian/Alaska Native Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Queen Anne's,,American Indian/Alaska Native Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Saint Mary's,,American Indian/Alaska Native Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Somerset,,American Indian/Alaska Native Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Talbot,,American Indian/Alaska Native Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Washington,,American Indian/Alaska Native Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Wicomico,,American Indian/Alaska Native Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Worcester,,American Indian/Alaska Native Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Baltimore City,,American Indian/Alaska Native Non-Hispanic/Latino,2021,Adults who are not overweight or obese
State,52.5,Asian/Pacific Islander Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Allegany,,Asian/Pacific Islander Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Anne Arundel,,Asian/Pacific Islander Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Baltimore County,,Asian/Pacific Islander Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Calvert,,Asian/Pacific Islander Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Caroline,,Asian/Pacific Islander Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Carroll,,Asian/Pacific Islander Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Cecil,,Asian/Pacific Islander Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Charles,,Asian/Pacific Islander Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Dorchester,,Asian/Pacific Islander Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Frederick,,Asian/Pacific Islander Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Garrett,,Asian/Pacific Islander Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Harford,,Asian/Pacific Islander Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Howard,58.0,Asian/Pacific Islander Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Kent,,Asian/Pacific Islander Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Montgomery,46.8,Asian/Pacific Islander Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Prince George's,,Asian/Pacific Islander Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Queen Anne's,,Asian/Pacific Islander Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Saint Mary's,,Asian/Pacific Islander Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Somerset,,Asian/Pacific Islander Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Talbot,,Asian/Pacific Islander Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Washington,,Asian/Pacific Islander Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Wicomico,,Asian/Pacific Islander Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Worcester,,Asian/Pacific Islander Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Baltimore City,,Asian/Pacific Islander Non-Hispanic/Latino,2021,Adults who are not overweight or obese
State,24.5,Black or African American Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Allegany,,Black or African American Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Anne Arundel,18.3,Black or African American Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Baltimore County,26.7,Black or African American Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Calvert,,Black or African American Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Caroline,,Black or African American Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Carroll,,Black or African American Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Cecil,,Black or African American Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Charles,20.8,Black or African American Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Dorchester,26.7,Black or African American Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Frederick,13.9,Black or African American Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Garrett,,Black or African American Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Harford,,Black or African American Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Howard,25.9,Black or African American Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Kent,,Black or African American Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Montgomery,34.8,Black or African American Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Prince George's,22.0,Black or African American Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Queen Anne's,,Black or African American Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Saint Mary's,,Black or African American Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Somerset,,Black or African American Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Talbot,,Black or African American Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Washington,,Black or African American Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Wicomico,29.0,Black or African American Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Worcester,,Black or African American Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Baltimore City,26.8,Black or African American Non-Hispanic/Latino,2021,Adults who are not overweight or obese
State,25.0,Hispanic,2021,Adults who are not overweight or obese
Allegany,,Hispanic,2021,Adults who are not overweight or obese
Anne Arundel,16.0,Hispanic,2021,Adults who are not overweight or obese
Baltimore County,25.0,Hispanic,2021,Adults who are not overweight or obese
Calvert,,Hispanic,2021,Adults who are not overweight or obese
Caroline,,Hispanic,2021,Adults who are not overweight or obese
Carroll,,Hispanic,2021,Adults who are not overweight or obese
Cecil,,Hispanic,2021,Adults who are not overweight or obese
Charles,,Hispanic,2021,Adults who are not overweight or obese
Dorchester,,Hispanic,2021,Adults who are not overweight or obese
Frederick,22.5,Hispanic,2021,Adults who are not overweight or obese
Howard,,Hispanic,2021,Adults who are not overweight or obese
Kent,,Hispanic,2021,Adults who are not overweight or obese
Montgomery,28.8,Hispanic,2021,Adults who are not overweight or obese
Prince George's,21.2,Hispanic,2021,Adults who are not overweight or obese
Queen Anne's,,Hispanic,2021,Adults who are not overweight or obese
Saint Mary's,,Hispanic,2021,Adults who are not overweight or obese
Somerset,,Hispanic,2021,Adults who are not overweight or obese
Talbot,,Hispanic,2021,Adults who are not overweight or obese
Washington,,Hispanic,2021,Adults who are not overweight or obese
Wicomico,,Hispanic,2021,Adults who are not overweight or obese
Worcester,,Hispanic,2021,Adults who are not overweight or obese
Baltimore City,16.5,Hispanic,2021,Adults who are not overweight or obese
State,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2021,Adults who are not overweight or obese
Allegany,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2021,Adults who are not overweight or obese
Anne Arundel,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2021,Adults who are not overweight or obese
Baltimore County,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2021,Adults who are not overweight or obese
Calvert,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2021,Adults who are not overweight or obese
Caroline,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2021,Adults who are not overweight or obese
Carroll,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2021,Adults who are not overweight or obese
Cecil,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2021,Adults who are not overweight or obese
Charles,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2021,Adults who are not overweight or obese
Dorchester,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2021,Adults who are not overweight or obese
Frederick,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2021,Adults who are not overweight or obese
Garrett,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2021,Adults who are not overweight or obese
Harford,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2021,Adults who are not overweight or obese
Howard,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2021,Adults who are not overweight or obese
Kent,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2021,Adults who are not overweight or obese
Montgomery,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2021,Adults who are not overweight or obese
Prince George's,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2021,Adults who are not overweight or obese
Queen Anne's,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2021,Adults who are not overweight or obese
Saint Mary's,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2021,Adults who are not overweight or obese
Somerset,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2021,Adults who are not overweight or obese
Talbot,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2021,Adults who are not overweight or obese
Washington,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2021,Adults who are not overweight or obese
Wicomico,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2021,Adults who are not overweight or obese
Worcester,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2021,Adults who are not overweight or obese
Baltimore City,,Native Hawaiian/Other Pacific Islander Hispanic/Latino,2021,Adults who are not overweight or obese
State,34.3,White Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Allegany,23.2,White Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Anne Arundel,30.7,White Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Baltimore County,36.0,White Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Calvert,31.7,White Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Caroline,27.6,White Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Carroll,33.0,White Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Cecil,27.9,White Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Charles,25.4,White Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Dorchester,29.7,White Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Frederick,32.7,White Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Garrett,26.1,White Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Harford,33.7,White Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Howard,42.5,White Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Kent,38.0,White Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Montgomery,40.5,White Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Prince George's,28.6,White Non-Hispanic/Latino,2021,Adults who are not overweight or obese
Queen Anne's,27.5,White Non-Hispanic/Latino,2021,Adults who are not overweight or obese
