objectID,ID,slug,name,popularity,type,_geoloc/lat,_geoloc/lng,length,elevation_gain,difficulty_rating,route_type,visitor_usage,avg_rating,area_id,area_name,country_id,country_name,city_id,city_name,state_id,state_name,verified_map_id,features/0,features/1,features/2,features/3,features/4,features/5,features/6,activities/0,activities/1,activities/2,activities/3,feature_names/0,feature_names/1,feature_names/2,feature_names/3,feature_names/4,feature_names/5,feature_names/6,activity_names/0,activity_names/1,activity_names/2,activity_names/3,overview,num_reviews,units,area_slug,trail_id,city_url,park_slug,profile_photo_url,features/7,activities/4,activities/5,feature_names/7,activity_names/4,activity_names/5,activities/6,activity_names/6,features/8,feature_names/8,activities/7,activity_names/7,activities/8,features/9,feature_names/9,activity_names/8,features/10,feature_names/10,activities/9,activities/10,activity_names/9,activity_names/10,features/11,feature_names/11
trail-10243914,10243914,us/maryland/quiet-waters-park-trail,Quiet Waters Park Trail,11.4804,trail,38.93691,-76.50132,8207.634,59.7408,1,L,,4,10127321,Quiet Waters Park,313,United States,213,Annapolis,21,Maryland,13272955,dogs-leash,forest,kids,river,views,wild-flowers,,birding,fishing,hiking,mountain-biking,Dogs Leash,Forest,Kid Friendly,River,Views,Wild Flowers,,Bird Watching,Fishing,Hiking,Mountain Biking,,143,i,parks/us/maryland/quiet-waters-park,10243914,us/maryland/annapolis,us/maryland/quiet-waters-park,https://cdn-assets.alltrails.com/uploads/photo/image/11199316/large_eb8d5cf5353a0c9931313117c1102b12.jpg,,nature-trips,paddle-sports,,Nature Trips,Paddle Sports,trail-running,Running,,,walking,Walking,canoeing,,,,,,,,,,,
trail-10020397,10020397,us/maryland/dolfield-trail-serpentine-trail-loop,"Dolfield Trail, Serpentine Trail Loop",11.4744,trail,39.41421,-76.83583,8690.436,130.7592,3,L,2,4,10117080,Soldiers Delight Natural Environmental Area,313,United States,6166,Owings Mills,21,Maryland,13313311,dogs-leash,forest,kids,river,views,wild-flowers,wildlife,birding,hiking,nature-trips,trail-running,Dogs Leash,Forest,Kid Friendly,River,Views,Wild Flowers,Wildlife,Bird Watching,Hiking,Nature Trips,Running,,110,i,parks/us/maryland/soldiers-delight-natural-environmental-area,10020397,us/maryland/owings-mills,us/maryland/soldiers-delight-natural-environmental-area,https://cdn-assets.alltrails.com/uploads/photo/image/10270859/large_a96469d0c4e388f2a51999fca481be77.jpg,,walking,,,Walking,,,,,,,,,,,,,,,,,,,
trail-10037856,10037856,us/maryland/patuxent-branch-trail,Patuxent Branch Trail,11.453,trail,39.14056,-76.83016,15127.796,99.9744,3,O,2,4,10119653,Savage Park,313,United States,4017,Jessup,21,Maryland,14315710,dogs-leash,forest,partially-paved,river,views,wild-flowers,wildlife,birding,hiking,nature-trips,road-biking,Dogs Leash,Forest,Partially Paved,River,Views,Wild Flowers,Wildlife,Bird Watching,Hiking,Nature Trips,Road Biking,,103,i,parks/us/maryland/savage-park,10037856,us/maryland/jessup,us/maryland/savage-park,https://cdn-assets.alltrails.com/uploads/photo/image/11536868/large_c354b69ce926aa1a78eb549048e55ad9.jpg,,trail-running,walking,,Running,Walking,,,,,,,,,,,,,,,,,,
trail-10023208,10023208,us/maryland/old-ranger-trail-to-hollofield-access-trail,Old Ranger Trail to Hollofield Access Trail,11.4091,trail,39.29658,-76.79115,5632.69,129.84480000000002,3,L,2,3.5,10110483,Patapsco Valley State Park,313,United States,2479,Ellicott City,21,Maryland,13397963,dogs-leash,forest,kids,partially-paved,river,wildlife,,hiking,mountain-biking,nature-trips,trail-running,Dogs Leash,Forest,Kid Friendly,Partially Paved,River,Wildlife,,Hiking,Mountain Biking,Nature Trips,Running,,106,i,parks/us/maryland/patapsco-valley-state-park,10023208,us/maryland/ellicott-city,us/maryland/patapsco-valley-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/20364596/large_f496920d8b7576ddef80b569e1a2d10e.jpg,,walking,whitewater-kayaking,,Walking,,,,,,,,,,,,,,,,,,,
trail-10111148,10111148,us/maryland/appalachian-trail-crampton-gap-to-harpers-ferry,Appalachian Trail: Crampton Gap to Harpers Ferry,11.3592,trail,39.40475,-77.64023,14966.862,225.85680000000002,3,P,1,4,10110509,South Mountain State Park,313,United States,12002,Burkittsville,21,Maryland,17327680,dogs,forest,river,views,wild-flowers,wildlife,,backpacking,birding,camping,hiking,Dogs,Forest,River,Views,Wild Flowers,Wildlife,,Backpacking,Bird Watching,Camping,Hiking,,55,i,parks/us/maryland/south-mountain-state-park,10111148,us/maryland/burkittsville,us/maryland/south-mountain-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/15131009/large_87c831735f2e76861a6aaaa2b08a8f5c.jpg,,nature-trips,rock-climbing,,Nature Trips,Rock Climbing,snowshoeing,Snowshoeing,,,trail-running,Running,walking,,,Walking,,,,,,,,
trail-10240744,10240744,us/maryland/rachel-carson-trail,Rachel Carson Greenway Trail,11.232,trail,39.22005,-77.08604,5793.624,93.8784,3,L,2,4,10163139,Rachel Carson Conservation Park,313,United States,980,Brookeville,21,Maryland,13513576,dogs,forest,kids,river,views,wild-flowers,wildlife,birding,hiking,nature-trips,trail-running,Dogs,Forest,Kid Friendly,River,Views,Wild Flowers,Wildlife,Bird Watching,Hiking,Nature Trips,Running,,124,i,parks/us/maryland/rachel-carson-conservation-park,10240744,us/maryland/brookeville,us/maryland/rachel-carson-conservation-park,https://cdn-assets.alltrails.com/uploads/photo/image/11701710/large_92393658ce327b349cb216713c06a056.jpg,,walking,horseback-riding,,Walking,Horseback Riding,,,,,,,,,,,,,,,,,,
trail-10260754,10260754,us/maryland/calvert-cliffs-red-trail,Calvert Cliffs Red Trail ,11.2289,trail,38.39572,-76.43467,6437.36,36.8808,3,O,2,4.5,10110427,Calvert Cliffs State Park,313,United States,4751,Lusby,21,Maryland,23254494,beach,dogs,forest,lake,views,wild-flowers,wildlife,birding,fishing,hiking,nature-trips,Beach,Dogs,Forest,Lake,Views,Wild Flowers,Wildlife,Bird Watching,Fishing,Hiking,Nature Trips,,91,i,parks/us/maryland/calvert-cliffs-state-park,10260754,us/maryland/lusby,us/maryland/calvert-cliffs-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/11902733/large_e8ebccca1823eac3c79bb6c23dd8ec13.jpg,,trail-running,walking,,Running,Walking,fly-fishing,,,,,,,,,,,,,,,,,
trail-10023622,10023622,us/maryland/prettyboy-reservoir-hemlock-trail,Hemlock Trail,11.1855,trail,39.68995,-76.78096,2896.812,84.73440000000001,3,L,2,4,10117196,Prettyboy Reservoir Park,313,United States,4849,Manchester,21,Maryland,20722302,dogs-leash,forest,river,views,waterfall,wild-flowers,,birding,hiking,nature-trips,trail-running,Dogs Leash,Forest,River,Views,Waterfall,Wild Flowers,,Bird Watching,Hiking,Nature Trips,Running,,82,i,parks/us/maryland/prettyboy-reservoir-park,10023622,us/maryland/manchester,us/maryland/prettyboy-reservoir-park,https://cdn-assets.alltrails.com/uploads/photo/image/19447649/large_bc42c62f682383162bda719971a997dc.jpg,,walking,,,Walking,,,,,,,,,,,,,,,,,,,
trail-10024549,10024549,us/maryland/hashawha-loop-trail,Hashawha Loop Trail,11.1806,trail,39.64583,-76.99051,5149.888,100.8888,3,L,2,4,10166045,Bear Branch Nature Center,313,United States,8875,Westminster,21,Maryland,13270842,dogs-leash,forest,views,wild-flowers,wildlife,,,birding,hiking,mountain-biking,nature-trips,Dogs Leash,Forest,Views,Wild Flowers,Wildlife,,,Bird Watching,Hiking,Mountain Biking,Nature Trips,,132,i,parks/us/maryland/bear-branch-nature-center,10024549,us/maryland/westminster,us/maryland/bear-branch-nature-center,https://cdn-assets.alltrails.com/uploads/photo/image/19619374/large_c9f052a955dcb69fbdf6cf55ec694dd0.jpg,,trail-running,walking,,Running,Walking,,,,,,,,,,,,,,,,,,
trail-10028166,10028166,us/maryland/morning-choice-lewis-and-clark-chuck-norris-three-sisters-ridge-trail-hop-snake-and-rock,"Morning Choice, Lewis and Clark, Chuck Norris, Three Sisters, Ridge Trail, Hop Snake, and Rockburn Loop",11.1483,trail,39.21851,-76.76122,11265.38,182.88,1,L,2,4,10110483,Patapsco Valley State Park,313,United States,2471,Elkridge,21,Maryland,13313413,dogs-leash,forest,kids,views,wild-flowers,wildlife,,birding,hiking,mountain-biking,nature-trips,Dogs Leash,Forest,Kid Friendly,Views,Wild Flowers,Wildlife,,Bird Watching,Hiking,Mountain Biking,Nature Trips,,96,i,parks/us/maryland/patapsco-valley-state-park,10028166,us/maryland/elkridge,us/maryland/patapsco-valley-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/21469424/large_a4f1ded6074892af349251aa26af8954.jpg,,trail-running,walking,,Running,Walking,,,,,,,,,,,,,,,,,,
trail-10297378,10297378,us/maryland/great-falls-overlook-trail--2,Great Falls Overlook Trail,11.0394,trail,39.00251,-77.24686,2092.142,14.9352,1,O,3,4.5,10161408,Chesapeake and Ohio Canal National Historic Park,313,United States,6654,Potomac,21,Maryland,19018354,kids,river,views,waterfall,,,,hiking,walking,,,Kid Friendly,River,Views,Waterfall,,,,Hiking,Walking,,,,84,i,parks/us/maryland/chesapeake-and-ohio-canal-national-historic-park,10297378,us/maryland/potomac,us/maryland/chesapeake-and-ohio-canal-national-historic-park,https://cdn-assets.alltrails.com/uploads/photo/image/14775547/large_823495d1572b79ce0293e7b082a81dd6.jpg,,,,,,,,,,,,,,,,,,,,,,,,
trail-10234360,10234360,us/maryland/soldiers-delight-serpentine-trail,Soldiers Delight-Serpentine Trail,11.0185,trail,39.41065,-76.8378,3701.482,65.8368,3,L,2,4,10163140,Liberty Reservoir Cooperative Wildlife Management Area,313,United States,6166,Owings Mills,21,Maryland,13271668,dogs-leash,forest,kids,river,views,wild-flowers,wildlife,birding,hiking,trail-running,,Dogs Leash,Forest,Kid Friendly,River,Views,Wild Flowers,Wildlife,Bird Watching,Hiking,Running,,,116,i,parks/us/maryland/liberty-reservoir-cooperative-wildlife-management-area,10234360,us/maryland/owings-mills,us/maryland/liberty-reservoir-cooperative-wildlife-management-area,https://cdn-assets.alltrails.com/uploads/photo/image/19507204/large_a19bdc4b5db6c0e86600ab26d0094f56.jpg,,,,,,,,,,,,,,,,,,,,,,,,
trail-10032641,10032641,us/maryland/northwest-branch-trail,Northwest Branch Trail,11.0122,trail,39.06207,-77.02709,11909.116,66.7512,1,O,3,4,10125275,Brookside Botanical Gardens,313,United States,7523,Silver Spring,21,Maryland,21787650,dogs-leash,forest,partially-paved,river,views,wild-flowers,,birding,hiking,nature-trips,walking,Dogs Leash,Forest,Partially Paved,River,Views,Wild Flowers,,Bird Watching,Hiking,Nature Trips,Walking,,93,i,parks/us/maryland/brookside-botanical-gardens,10032641,us/maryland/silver-spring,us/maryland/brookside-botanical-gardens,https://cdn-assets.alltrails.com/uploads/photo/image/11569102/large_7e6adb1366a954e601feb60529561e15.jpg,,,,,,,,,,,,,,,,,,,,,,,,
trail-10019216,10019216,us/maryland/northern-central-railroad-trail-ncr-trail,Northern Central Railroad Trail (NCR Trail),10.957,trail,39.50171,-76.6335,31221.196,326.7456,1,P,2,4.5,10110469,Gunpowder Falls State Park,313,United States,8920,White Hall,21,Maryland,14001670,rails-trails,ada,city-walk,dogs-leash,forest,kids,river,birding,hiking,mountain-biking,nature-trips,Rails Trails,Wheelchair Friendly,City Walk,Dogs Leash,Forest,Kid Friendly,River,Bird Watching,Hiking,Mountain Biking,Nature Trips,,108,i,parks/us/maryland/gunpowder-falls-state-park,10019216,us/maryland/white-hall,us/maryland/gunpowder-falls-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/10331493/large_c7e6ff38b05b8ad368b9132e2b84c694.jpg,strollers,road-biking,trail-running,Stroller Friendly,Road Biking,Running,walking,Walking,views,Views,rails-trails,,,,,,,,,,,,,
trail-10239362,10239362,us/maryland/sugarloaf-yellow-trail,Sugarloaf Yellow Trail,10.7253,trail,39.25147,-77.39343,11426.314,252.984,3,L,2,4,10119657,Sugarloaf Mountain Natural Area,313,United States,2154,Dickerson,21,Maryland,18609031,dogs-leash,forest,views,wild-flowers,wildlife,,,birding,hiking,mountain-biking,nature-trips,Dogs Leash,Forest,Views,Wild Flowers,Wildlife,,,Bird Watching,Hiking,Mountain Biking,Nature Trips,,67,i,parks/us/maryland/sugarloaf-mountain-natural-area,10239362,us/maryland/dickerson,us/maryland/sugarloaf-mountain-natural-area,https://cdn-assets.alltrails.com/uploads/photo/image/19386976/large_c130e1edc7cdaefae58c2b526240865e.jpg,,walking,horseback-riding,,Walking,Horseback Riding,,,,,,,,,,,,,,,,,,
trail-10042835,10042835,us/maryland/double-rock-park-trail,Double Rock Park Trail,10.5936,trail,39.37253,-76.52724,2574.944,51.816,1,L,2,4,10119626,Double Rock Park,313,United States,6278,Parkville,21,Maryland,13379179,dogs,forest,kids,views,wild-flowers,wildlife,,birding,hiking,nature-trips,trail-running,Dogs,Forest,Kid Friendly,Views,Wild Flowers,Wildlife,,Bird Watching,Hiking,Nature Trips,Running,,119,i,parks/us/maryland/double-rock-park,10042835,us/maryland/parkville,us/maryland/double-rock-park,https://cdn-assets.alltrails.com/uploads/photo/image/11224593/large_9ccf13e59307a4bfada0b6b15cae847f.jpg,,walking,,,Walking,,,,,,,,,,,,,,,,,,,
trail-10239561,10239561,us/maryland/hill-top-grist-mill-and-sawmill-branch-loop,"Hill Top, Grist Mill, and Sawmill Branch Loop",10.5729,trail,39.25301,-76.7601,4023.35,89.91600000000001,3,L,2,4,10110483,Patapsco Valley State Park,313,United States,2479,Ellicott City,21,Maryland,19134414,dogs-leash,forest,partially-paved,river,views,wildlife,,birding,hiking,mountain-biking,nature-trips,Dogs Leash,Forest,Partially Paved,River,Views,Wildlife,,Bird Watching,Hiking,Mountain Biking,Nature Trips,,56,i,parks/us/maryland/patapsco-valley-state-park,10239561,us/maryland/ellicott-city,us/maryland/patapsco-valley-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/11084544/large_8c75bcdc89649d352286a849aaa3ff43.jpg,,trail-running,walking,,Running,Walking,,,,,,,,,,,,,,,,,,
trail-10279808,10279808,us/maryland/billy-goat-and-purplehorse-beach-loop,Billy Goat and Purplehorse Beach Loop,10.5279,trail,38.98186,-77.22713,3701.482,48.768,1,L,2,4.5,10161408,Chesapeake and Ohio Canal National Historic Park,313,United States,6654,Potomac,21,Maryland,17938309,forest,river,views,,,,,birding,hiking,nature-trips,walking,Forest,River,Views,,,,,Bird Watching,Hiking,Nature Trips,Walking,,75,i,parks/us/maryland/chesapeake-and-ohio-canal-national-historic-park,10279808,us/maryland/potomac,us/maryland/chesapeake-and-ohio-canal-national-historic-park,https://cdn-assets.alltrails.com/uploads/photo/image/20817095/large_f19846841a7c6ba217d1b99ecefea7d9.jpg,,,,,,,,,,,,,,,,,,,,,,,,
trail-10260088,10260088,us/maryland/grist-mill-trail,Grist Mill Trail,10.5279,trail,39.2304,-76.7286,8368.568,45.72,3,O,2,4,10169436,Patapsco Valley State Park Avalon Area,313,United States,1352,Catonsville,21,Maryland,14346548,dogs-leash,forest,kids,paved,river,views,wild-flowers,birding,fishing,hiking,road-biking,Dogs Leash,Forest,Kid Friendly,Paved,River,Views,Wild Flowers,Bird Watching,Fishing,Hiking,Road Biking,,55,i,parks/us/maryland/patapsco-valley-state-park-avalon-area,10260088,us/maryland/catonsville,us/maryland/patapsco-valley-state-park-avalon-area,https://cdn-assets.alltrails.com/uploads/photo/image/13912179/large_5d6c7aceabc159d073e8d019410d6118.jpg,wildlife,trail-running,walking,Wildlife,Running,Walking,horseback-riding,Horseback Riding,,,,,,,,,,,,,,,,
trail-10248935,10248935,us/maryland/old-main-line-and-daniels-loop-trail,Old Main Line and Daniels Loop Trail,10.49,trail,39.31345,-76.81529,8046.7,99.9744,1,L,2,4,10110483,Patapsco Valley State Park,313,United States,2479,Ellicott City,21,Maryland,19020202,cave,dogs,forest,river,views,wild-flowers,,birding,hiking,mountain-biking,nature-trips,Cave,Dogs,Forest,River,Views,Wild Flowers,,Bird Watching,Hiking,Mountain Biking,Nature Trips,,80,i,parks/us/maryland/patapsco-valley-state-park,10248935,us/maryland/ellicott-city,us/maryland/patapsco-valley-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/19695316/large_1b5fc5745e01394b764262b58b2aa8c8.jpg,,paddle-sports,trail-running,,Paddle Sports,Running,horseback-riding,Horseback Riding,,,,,,,,,,,,,,,,
trail-10112197,10112197,us/maryland/underground-railroad-experience-trail,Underground Railroad Experience Trail,10.4471,trail,39.12845,-77.02602,6276.426,72.8472,3,L,2,4,10128116,Woodlawn Park,313,United States,7247,Sandy Spring,21,Maryland,22472403,dogs,forest,kids,views,wild-flowers,,,birding,hiking,nature-trips,trail-running,Dogs,Forest,Kid Friendly,Views,Wild Flowers,,,Bird Watching,Hiking,Nature Trips,Running,,87,i,parks/us/maryland/woodlawn-park,10112197,us/maryland/sandy-spring,us/maryland/woodlawn-park,https://cdn-assets.alltrails.com/uploads/photo/image/19069047/large_d7818c81b55d6e4b1d02694c6261d397.jpg,,walking,horseback-riding,,Walking,Horseback Riding,,,,,,,,,,,,,,,,,,
trail-10238691,10238691,us/maryland/schaeffer-farm-trail-combo,Schaeffer Farm Trail,10.381,trail,39.14274,-77.31025,13840.324,209.7024,3,L,2,4.5,10110503,Seneca Creek State Park,313,United States,870,Boyds,21,Maryland,13273352,dogs,forest,views,wild-flowers,wildlife,,,birding,hiking,mountain-biking,nature-trips,Dogs,Forest,Views,Wild Flowers,Wildlife,,,Bird Watching,Hiking,Mountain Biking,Nature Trips,,74,i,parks/us/maryland/seneca-creek-state-park,10238691,us/maryland/boyds,us/maryland/seneca-creek-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/10369928/large_19965fcd3cbeb72eb252425fba06a092.jpg,,trail-running,walking,,Running,Walking,horseback-riding,Horseback Riding,,,,,,,,,,,,,,,,
trail-10275794,10275794,us/maryland/coot-peninsula-loop,Coot Peninsula Loop,10.3571,trail,39.44198,-76.90217,6759.228,151.7904,3,L,2,4.5,10163140,Liberty Reservoir Cooperative Wildlife Management Area,313,United States,6858,Reisterstown,21,Maryland,17933404,dogs-leash,lake,views,wildlife,,,,birding,hiking,nature-trips,trail-running,Dogs Leash,Lake,Views,Wildlife,,,,Bird Watching,Hiking,Nature Trips,Running,,100,i,parks/us/maryland/liberty-reservoir-cooperative-wildlife-management-area,10275794,us/maryland/reisterstown,us/maryland/liberty-reservoir-cooperative-wildlife-management-area,https://cdn-assets.alltrails.com/uploads/photo/image/18672500/large_1604043b9e64f85815614510e483a1be.jpg,,walking,,,Walking,,,,,,,,,,,,,,,,,,,
trail-10276638,10276638,us/maryland/jerusalem-mills-and-little-gunpowder-short-loop-trail,Jerusalem Mills and Little Gunpowder Short Loop Trail,10.3225,trail,39.4628,-76.39014,3379.614,55.778400000000005,3,L,2,4.5,10110469,Gunpowder Falls State Park,313,United States,4213,Kingsville,21,Maryland,17934445,dogs-leash,forest,river,views,wild-flowers,,,birding,hiking,nature-trips,walking,Dogs Leash,Forest,River,Views,Wild Flowers,,,Bird Watching,Hiking,Nature Trips,Walking,,80,i,parks/us/maryland/gunpowder-falls-state-park,10276638,us/maryland/kingsville,us/maryland/gunpowder-falls-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/11247455/large_6eb58a970f566e24146db6c393265350.jpg,,,,,,,,,,,,,,,,,,,,,,,,
trail-10236991,10236991,us/maryland/kinder-farm-park-trail,Kinder Farm Park Trail,10.2982,trail,39.09484,-76.58284,4023.35,29.8704,1,L,2,4,10119632,Kinder Farm Park,313,United States,5210,Millersville,21,Maryland,13267644,ada,dogs-leash,forest,kids,partially-paved,strollers,views,birding,fishing,hiking,nature-trips,Wheelchair Friendly,Dogs Leash,Forest,Kid Friendly,Partially Paved,Stroller Friendly,Views,Bird Watching,Fishing,Hiking,Nature Trips,,115,i,parks/us/maryland/kinder-farm-park,10236991,us/maryland/millersville,us/maryland/kinder-farm-park,https://cdn-assets.alltrails.com/uploads/photo/image/21452482/large_d5f43ec8bb1950a3217af5da03065040.jpg,wild-flowers,road-biking,trail-running,Wild Flowers,Road Biking,Running,walking,Walking,wildlife,Wildlife,,,,,,,,,,,,,,
trail-10036787,10036787,us/maryland/capital-crescent-trail,Capital Crescent Trail,10.2737,trail,38.98081,-77.096,22530.76,122.8344,1,O,3,4.5,,,313,United States,647,Bethesda,21,Maryland,14199706,rails-trails,ada,dogs,forest,partially-paved,strollers,views,birding,mountain-biking,nature-trips,road-biking,Rails Trails,Wheelchair Friendly,Dogs,Forest,Partially Paved,Stroller Friendly,Views,Bird Watching,Mountain Biking,Nature Trips,Road Biking,,89,i,,10036787,us/maryland/bethesda,,https://cdn-assets.alltrails.com/uploads/photo/image/13198685/large_bc208bd6573e8d0be3df05bb5daf90a3.jpg,wild-flowers,snowshoeing,trail-running,Wild Flowers,Snowshoeing,Running,walking,Walking,wildlife,Wildlife,cross-country-skiing,Cross Country Skiing,rails-trails,,,,,,,,,,,
trail-10296746,10296746,us/maryland/chevrolet-trail-loop,Chevrolet Trail Loop,10.2056,trail,39.33291,-76.86878,9495.106,133.8072,3,L,2,4.5,10110483,Patapsco Valley State Park,313,United States,9130,Woodstock,21,Maryland,21003466,dogs,forest,views,,,,,hiking,nature-trips,trail-running,walking,Dogs,Forest,Views,,,,,Hiking,Nature Trips,Running,Walking,,86,i,parks/us/maryland/patapsco-valley-state-park,10296746,us/maryland/woodstock,us/maryland/patapsco-valley-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/21579402/large_c530cb734398eb470afc33b708f2e478.jpg,,,,,,,,,,,,,,,,,,,,,,,,
trail-10273409,10273409,us/maryland/billy-goat-loop-trail,Billy Goat Loop Trail,10.1662,trail,38.98245,-77.22716,5793.624,49.9872,3,L,2,4.5,10161408,Chesapeake and Ohio Canal National Historic Park,313,United States,6654,Potomac,21,Maryland,17911168,dogs-no,forest,lake,kids,river,views,wildlife,hiking,nature-trips,trail-running,walking,Dogs No,Forest,Lake,Kid Friendly,River,Views,Wildlife,Hiking,Nature Trips,Running,Walking,,59,i,parks/us/maryland/chesapeake-and-ohio-canal-national-historic-park,10273409,us/maryland/potomac,us/maryland/chesapeake-and-ohio-canal-national-historic-park,https://cdn-assets.alltrails.com/uploads/photo/image/20851682/large_2cbac5e8776b2e77f4395642fda1f901.jpg,,,,,,,,,,,,,,,,,,,,,,,,
trail-10032638,10032638,us/maryland/cabin-john-trail-loop,Cabin John Trail Loop,10.1435,trail,39.20072,-77.29502,3540.548,57.912000000000006,3,L,2,4,10117805,Black Hill Regional Park,313,United States,870,Boyds,21,Maryland,13269538,dogs,forest,lake,partially-paved,views,wildlife,,hiking,mountain-biking,trail-running,walking,Dogs,Forest,Lake,Partially Paved,Views,Wildlife,,Hiking,Mountain Biking,Running,Walking,,94,i,parks/us/maryland/black-hill-regional-park,10032638,us/maryland/boyds,us/maryland/black-hill-regional-park,https://cdn-assets.alltrails.com/uploads/photo/image/10368894/large_f12d101028ea0d055ed2e108ed05d0d6.jpg,,canoeing,,,,,,,,,,,,,,,,,,,,,,
trail-10310072,10310072,us/maryland/black-rock-via-the-appalachian-trail,Black Rock via the Appalachian Trail,10.1418,trail,39.53519,-77.60289,11587.248,255.7272,3,O,2,4.5,10110509,South Mountain State Park,313,United States,5549,Myersville,21,Maryland,19000731,forest,views,,,,,,birding,hiking,nature-trips,walking,Forest,Views,,,,,,Bird Watching,Hiking,Nature Trips,Walking,,58,i,parks/us/maryland/south-mountain-state-park,10310072,us/maryland/myersville,us/maryland/south-mountain-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/19768496/large_3e10420eaead2b3a3a4a9d2493a9cfff.jpg,,,,,,,,,,,,,,,,,,,,,,,,
trail-10024157,10024157,us/maryland/down-memorial-park-trail,Down Memorial Park Trail,10.1051,trail,39.11059,-76.43455,5632.69,20.7264,1,L,1,4.5,10117161,Downs Memonal Park,313,United States,6289,Pasadena,21,Maryland,14162873,ada,beach,dogs-leash,forest,kids,partially-paved,strollers,hiking,mountain-biking,road-biking,trail-running,Wheelchair Friendly,Beach,Dogs Leash,Forest,Kid Friendly,Partially Paved,Stroller Friendly,Hiking,Mountain Biking,Road Biking,Running,,87,i,parks/us/maryland/downs-memonal-park,10024157,us/maryland/pasadena,us/maryland/downs-memonal-park,https://cdn-assets.alltrails.com/uploads/photo/image/10267940/large_fb740449535097bee06b0559c1a11387.jpg,views,walking,,Views,Walking,,,,wildlife,Wildlife,,,,,,,,,,,,,,
trail-10241354,10241354,us/maryland/pleasantville-loop-trail,Pleasantville Loop Trail,10.0983,trail,39.50709,-76.45926,10943.512,260.9088,3,L,,4,10110469,Gunpowder Falls State Park,313,United States,2642,Fallston,21,Maryland,14448179,dogs-leash,forest,river,views,wild-flowers,,,birding,hiking,mountain-biking,nature-trips,Dogs Leash,Forest,River,Views,Wild Flowers,,,Bird Watching,Hiking,Mountain Biking,Nature Trips,,96,i,parks/us/maryland/gunpowder-falls-state-park,10241354,us/maryland/fallston,us/maryland/gunpowder-falls-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/12172231/large_97a44c2802b6afd79dc441070f515469.jpg,,trail-running,,,Running,,,,,,,,,,,,,,,,,,,
trail-10267238,10267238,us/maryland/sugarloaf-mountain-loop-trail,Sugarloaf Mountain Loop Trail,10.0778,trail,39.25156,-77.39336,5632.69,196.9008,3,L,2,4.5,10119657,Sugarloaf Mountain Natural Area,313,United States,2154,Dickerson,21,Maryland,23693470,dogs-leash,forest,views,,,,,birding,hiking,nature-trips,walking,Dogs Leash,Forest,Views,,,,,Bird Watching,Hiking,Nature Trips,Walking,,63,i,parks/us/maryland/sugarloaf-mountain-natural-area,10267238,us/maryland/dickerson,us/maryland/sugarloaf-mountain-natural-area,https://cdn-assets.alltrails.com/uploads/photo/image/22124282/large_5e7f593e1e1f31598e7087f76bec5791.jpg,,,,,,,,,,,,,,,,,,,,,,,,
trail-10020897,10020897,us/maryland/saint-marys-lake-white-path,Saint Mary's Lake - White Path,10.0064,trail,38.25662,-76.54239,11265.38,102.7176,1,L,1,4,10110512,St. Mary's River State Park,313,United States,20987,Lexington Park,21,Maryland,13270964,dogs-leash,lake,kids,,,,,hiking,mountain-biking,nature-trips,trail-running,Dogs Leash,Lake,Kid Friendly,,,,,Hiking,Mountain Biking,Nature Trips,Running,,107,i,parks/us/maryland/st-marys-river-state-park,10020897,us/maryland/lexington-park,us/maryland/st-marys-river-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/11679423/large_c0b050fe8bdced0db57d3386210eb054.jpg,,walking,,,Walking,,,,,,,,,,,,,,,,,,,
trail-10234212,10234212,us/maryland/ma-pa-trail-bel-air-section,Ma & Pa Trail: Bel Air Section,9.9425,trail,39.53914,-76.35767,10943.512,153.924,1,O,2,4.5,10126265,Heavenly Waters Park,313,United States,549,Bel Air,21,Maryland,21721469,rails-trails,ada,dogs-leash,kids,partially-paved,strollers,views,hiking,mountain-biking,road-biking,trail-running,Rails Trails,Wheelchair Friendly,Dogs Leash,Kid Friendly,Partially Paved,Stroller Friendly,Views,Hiking,Mountain Biking,Road Biking,Running,,100,i,parks/us/maryland/heavenly-waters-park,10234212,us/maryland/bel-air,us/maryland/heavenly-waters-park,https://cdn-assets.alltrails.com/uploads/photo/image/19365513/large_2b3f3ae3a7cbbedee94c24de85a88f1c.jpg,,walking,rails-trails,,Walking,,,,,,,,,,,,,,,,,,,
